order_id,line_number,product_id,quantity,unit_price,line_revenue
O0033570,1,P0042,1,79.38,79.38
O0033570,2,P0066,2,100.59,201.18
O0033571,1,P0064,1,36.46,36.46
O0033571,2,P0009,1,38.06,38.06
O0033571,3,P0039,1,30.31,30.31
O0033572,1,P0057,2,40.4,80.8
O0033573,1,P0010,1,101.78,101.78
O0033573,2,P0069,1,21.83,21.83
O0033573,3,P0065,1,71.97,71.97
O0033574,1,P0043,1,30.05,30.05
O0033574,2,P0065,1,71.97,71.97
O0033574,3,P0070,2,110.67,221.34
O0033574,4,P0038,1,68.95,68.95
O0033574,5,P0047,2,109.33,218.66
O0033574,6,P0025,3,24.47,73.41
O0033575,1,P0016,1,58.47,58.47
O0033575,2,P0059,1,98.25,98.25
O0033576,1,P0010,3,101.78,305.34
O0033577,1,P0049,1,63.74,63.74
O0033577,2,P0006,1,33.97,33.97
O0033578,1,P0043,1,30.05,30.05
O0033578,2,P0065,1,71.97,71.97
O0033578,3,P0024,1,37.29,37.29
O0033579,1,P0023,3,22.84,68.52
O0033579,2,P0055,2,52.43,104.86
O0033580,1,P0055,1,52.43,52.43
O0033580,2,P0011,1,45.27,45.27
O0033580,3,P0012,1,80.31,80.31
O0033580,4,P0059,1,98.25,98.25
O0033581,1,P0010,1,101.78,101.78
O0033581,2,P0025,2,24.47,48.94
O0033582,1,P0024,1,37.29,37.29
O0033582,2,P0005,1,78.89,78.89
O0033582,3,P0065,1,71.97,71.97
O0033582,4,P0064,1,36.46,36.46
O0033582,5,P0036,1,58.17,58.17
O0033583,1,P0030,2,37.94,75.88
O0033583,2,P0056,1,43.48,43.48
O0033583,3,P0065,1,71.97,71.97
O0033584,1,P0025,1,24.47,24.47
O0033584,2,P0065,1,71.97,71.97
O0033584,3,P0069,1,21.83,21.83
O0033585,1,P0024,1,37.29,37.29
O0033585,2,P0036,1,58.17,58.17
O0033586,1,P0005,2,78.89,157.78
O0033587,1,P0018,1,89.68,89.68
O0033587,2,P0067,1,28.46,28.46
O0033587,3,P0041,1,51.83,51.83
O0033587,4,P0009,1,38.06,38.06
O0033587,5,P0046,3,77.37,232.11
O0033587,6,P0068,1,28.98,28.98
O0033588,1,P0031,1,29.37,29.37
O0033589,1,P0055,2,52.43,104.86
O0033589,2,P0050,1,82.83,82.83
O0033590,1,P0021,2,65.9,131.8
O0033590,2,P0042,1,79.38,79.38
O0033590,3,P0027,1,49.51,49.51
O0033591,1,P0054,1,110.67,110.67
O0033591,2,P0057,1,40.4,40.4
O0033592,1,P0008,1,28.73,28.73
O0033593,1,P0013,1,38.38,38.38
O0033593,2,P0048,1,99.03,99.03
O0033593,3,P0021,1,65.9,65.9
O0033593,4,P0043,1,30.05,30.05
O0033594,1,P0025,1,24.47,24.47
O0033594,2,P0005,1,78.89,78.89
O0033595,1,P0067,2,28.46,56.92
O0033595,2,P0024,2,37.29,74.58
O0033595,3,P0012,1,80.31,80.31
O0033595,4,P0060,1,55.12,55.12
O0033596,1,P0057,1,40.4,40.4
O0033596,2,P0038,1,68.95,68.95
O0033596,3,P0065,1,71.97,71.97
O0033596,4,P0001,1,39.81,39.81
O0033597,1,P0032,1,35.8,35.8
O0033597,2,P0010,1,101.78,101.78
O0033598,1,P0024,3,37.29,111.87
O0033598,2,P0004,2,47.94,95.88
O0033599,1,P0042,2,79.38,158.76
O0033599,2,P0065,1,71.97,71.97
O0033600,1,P0075,1,143.87,143.87
O0033600,2,P0025,1,24.47,24.47
O0033601,1,P0042,1,79.38,79.38
O0033602,1,P0065,1,71.97,71.97
O0033603,1,P0056,1,43.48,43.48
O0033603,2,P0024,1,37.29,37.29
O0033603,3,P0002,1,47.11,47.11
O0033603,4,P0065,2,71.97,143.94
O0033603,5,P0028,2,44.09,88.18
O0033604,1,P0023,1,22.84,22.84
O0033605,1,P0024,1,37.29,37.29
O0033605,2,P0023,1,22.84,22.84
O0033605,3,P0073,1,56.34,56.34
O0033605,4,P0014,1,47.23,47.23
O0033605,5,P0042,2,79.38,158.76
O0033606,1,P0057,1,40.4,40.4
O0033606,2,P0032,1,35.8,35.8
O0033607,1,P0038,1,68.95,68.95
O0033608,1,P0002,1,47.11,47.11
O0033609,1,P0020,1,54.21,54.21
O0033610,1,P0065,1,71.97,71.97
O0033610,2,P0005,1,78.89,78.89
O0033610,3,P0058,1,92.1,92.1
O0033610,4,P0045,1,66.67,66.67
O0033611,1,P0042,1,79.38,79.38
O0033611,2,P0070,1,110.67,110.67
O0033612,1,P0051,1,68.42,68.42
O0033612,2,P0019,1,58.43,58.43
O0033613,1,P0041,1,51.83,51.83
O0033613,2,P0042,1,79.38,79.38
O0033613,3,P0007,1,95.26,95.26
O0033614,1,P0013,2,38.38,76.76
O0033614,2,P0043,1,30.05,30.05
O0033615,1,P0065,2,71.97,143.94
O0033616,1,P0018,1,89.68,89.68
O0033616,2,P0061,1,129.09,129.09
O0033616,3,P0046,1,77.37,77.37
O0033616,4,P0042,2,79.38,158.76
O0033616,5,P0037,2,53.44,106.88
O0033617,1,P0024,3,37.29,111.87
O0033617,2,P0050,1,82.83,82.83
O0033617,3,P0054,2,110.67,221.34
O0033618,1,P0023,1,22.84,22.84
O0033619,1,P0025,1,24.47,24.47
O0033619,2,P0065,1,71.97,71.97
O0033619,3,P0046,1,77.37,77.37
O0033620,1,P0059,1,98.25,98.25
O0033620,2,P0060,2,55.12,110.24
O0033620,3,P0010,2,101.78,203.56
O0033621,1,P0025,2,24.47,48.94
O0033621,2,P0003,1,45.7,45.7
O0033622,1,P0060,1,55.12,55.12
O0033623,1,P0062,1,88.18,88.18
O0033623,2,P0045,1,66.67,66.67
O0033623,3,P0065,2,71.97,143.94
O0033623,4,P0070,1,110.67,110.67
O0033624,1,P0010,2,101.78,203.56
O0033625,1,P0055,1,52.43,52.43
O0033626,1,P0057,1,40.4,40.4
O0033626,2,P0065,1,71.97,71.97
O0033626,3,P0024,1,37.29,37.29
O0033627,1,P0010,1,101.78,101.78
O0033627,2,P0023,2,22.84,45.68
O0033628,1,P0024,1,37.29,37.29
O0033628,2,P0005,2,78.89,157.78
O0033629,1,P0014,1,47.23,47.23
O0033629,2,P0024,3,37.29,111.87
O0033629,3,P0036,1,58.17,58.17
O0033630,1,P0024,1,37.29,37.29
O0033631,1,P0065,1,71.97,71.97
O0033631,2,P0042,1,79.38,79.38
O0033631,3,P0045,2,66.67,133.34
O0033632,1,P0059,1,98.25,98.25
O0033632,2,P0024,3,37.29,111.87
O0033632,3,P0021,1,65.9,65.9
O0033633,1,P0023,1,22.84,22.84
O0033633,2,P0024,1,37.29,37.29
O0033633,3,P0006,1,33.97,33.97
O0033634,1,P0036,1,58.17,58.17
O0033635,1,P0009,1,38.06,38.06
O0033635,2,P0070,1,110.67,110.67
O0033636,1,P0043,1,30.05,30.05
O0033636,2,P0044,1,125.17,125.17
O0033637,1,P0012,2,80.31,160.62
O0033637,2,P0046,1,77.37,77.37
O0033638,1,P0042,1,79.38,79.38
O0033638,2,P0008,2,28.73,57.46
O0033639,1,P0059,1,98.25,98.25
O0033639,2,P0005,1,78.89,78.89
O0033639,3,P0023,2,22.84,45.68
O0033640,1,P0057,1,40.4,40.4
O0033641,1,P0065,1,71.97,71.97
O0033641,2,P0038,1,68.95,68.95
O0033642,1,P0046,1,77.37,77.37
O0033642,2,P0009,2,38.06,76.12
O0033642,3,P0038,1,68.95,68.95
O0033642,4,P0042,2,79.38,158.76
O0033642,5,P0072,1,37.63,37.63
O0033642,6,P0059,2,98.25,196.5
O0033643,1,P0035,1,58.41,58.41
O0033643,2,P0065,1,71.97,71.97
O0033643,3,P0025,1,24.47,24.47
O0033644,1,P0065,1,71.97,71.97
O0033644,2,P0049,3,63.74,191.22
O0033644,3,P0068,1,28.98,28.98
O0033645,1,P0071,1,63.13,63.13
O0033645,2,P0068,1,28.98,28.98
O0033645,3,P0004,2,47.94,95.88
O0033645,4,P0069,1,21.83,21.83
O0033645,5,P0062,1,88.18,88.18
O0033645,6,P0005,2,78.89,157.78
O0033646,1,P0069,1,21.83,21.83
O0033646,2,P0065,1,71.97,71.97
O0033646,3,P0072,2,37.63,75.26
O0033647,1,P0005,1,78.89,78.89
O0033648,1,P0025,1,24.47,24.47
O0033648,2,P0024,2,37.29,74.58
O0033648,3,P0065,1,71.97,71.97
O0033649,1,P0033,1,99.37,99.37
O0033649,2,P0037,1,53.44,53.44
O0033650,1,P0031,1,29.37,29.37
O0033650,2,P0004,2,47.94,95.88
O0033651,1,P0001,1,39.81,39.81
O0033651,2,P0043,1,30.05,30.05
O0033651,3,P0042,1,79.38,79.38
O0033651,4,P0057,2,40.4,80.8
O0033652,1,P0024,1,37.29,37.29
O0033652,2,P0023,1,22.84,22.84
O0033653,1,P0072,2,37.63,75.26
O0033653,2,P0044,1,125.17,125.17
O0033653,3,P0070,1,110.67,110.67
O0033654,1,P0006,2,33.97,67.94
O0033655,1,P0021,3,65.9,197.7
O0033655,2,P0043,1,30.05,30.05
O0033656,1,P0070,2,110.67,221.34
O0033657,1,P0054,1,110.67,110.67
O0033657,2,P0072,1,37.63,37.63
O0033658,1,P0072,1,37.63,37.63
O0033659,1,P0022,1,23.36,23.36
O0033659,2,P0016,2,58.47,116.94
O0033659,3,P0070,1,110.67,110.67
O0033660,1,P0016,2,58.47,116.94
O0033660,2,P0024,1,37.29,37.29
O0033660,3,P0032,3,35.8,107.4
O0033661,1,P0047,1,109.33,109.33
O0033661,2,P0006,2,33.97,67.94
O0033662,1,P0059,2,98.25,196.5
O0033662,2,P0006,1,33.97,33.97
O0033663,1,P0065,1,71.97,71.97
O0033663,2,P0033,1,99.37,99.37
O0033663,3,P0049,1,63.74,63.74
O0033664,1,P0042,1,79.38,79.38
O0033664,2,P0056,2,43.48,86.96
O0033664,3,P0029,1,60.58,60.58
O0033664,4,P0025,2,24.47,48.94
O0033665,1,P0006,2,33.97,67.94
O0033665,2,P0020,1,54.21,54.21
O0033665,3,P0070,1,110.67,110.67
O0033666,1,P0014,3,47.23,141.69
O0033666,2,P0005,1,78.89,78.89
O0033666,3,P0003,1,45.7,45.7
O0033667,1,P0016,3,58.47,175.41
O0033667,2,P0053,1,32.46,32.46
O0033668,1,P0056,2,43.48,86.96
O0033668,2,P0040,3,22.29,66.87
O0033669,1,P0053,1,32.46,32.46
O0033669,2,P0024,2,37.29,74.58
O0033670,1,P0045,1,66.67,66.67
O0033670,2,P0024,1,37.29,37.29
O0033671,1,P0042,1,79.38,79.38
O0033671,2,P0024,2,37.29,74.58
O0033672,1,P0062,1,88.18,88.18
O0033672,2,P0018,1,89.68,89.68
O0033673,1,P0024,1,37.29,37.29
O0033673,2,P0030,1,37.94,37.94
O0033673,3,P0042,2,79.38,158.76
O0033674,1,P0068,1,28.98,28.98
O0033675,1,P0065,1,71.97,71.97
O0033675,2,P0025,1,24.47,24.47
O0033676,1,P0026,1,48.94,48.94
O0033676,2,P0065,1,71.97,71.97
O0033676,3,P0008,1,28.73,28.73
O0033677,1,P0001,2,39.81,79.62
O0033678,1,P0045,1,66.67,66.67
O0033679,1,P0065,1,71.97,71.97
O0033680,1,P0055,2,52.43,104.86
O0033680,2,P0056,1,43.48,43.48
O0033681,1,P0036,1,58.17,58.17
O0033681,2,P0013,1,38.38,38.38
O0033682,1,P0002,1,47.11,47.11
O0033682,2,P0060,1,55.12,55.12
O0033682,3,P0061,1,129.09,129.09
O0033682,4,P0065,1,71.97,71.97
O0033682,5,P0058,2,92.1,184.2
O0033682,6,P0054,2,110.67,221.34
O0033683,1,P0005,2,78.89,157.78
O0033683,2,P0042,2,79.38,158.76
O0033683,3,P0007,2,95.26,190.52
O0033683,4,P0072,2,37.63,75.26
O0033684,1,P0051,1,68.42,68.42
O0033685,1,P0006,1,33.97,33.97
O0033685,2,P0070,3,110.67,332.01
O0033685,3,P0065,1,71.97,71.97
O0033686,1,P0045,1,66.67,66.67
O0033686,2,P0024,3,37.29,111.87
O0033686,3,P0028,1,44.09,44.09
O0033686,4,P0004,1,47.94,47.94
O0033687,1,P0014,1,47.23,47.23
O0033687,2,P0043,1,30.05,30.05
O0033687,3,P0065,1,71.97,71.97
O0033687,4,P0040,3,22.29,66.87
O0033687,5,P0059,1,98.25,98.25
O0033688,1,P0004,1,47.94,47.94
O0033689,1,P0025,2,24.47,48.94
O0033689,2,P0059,1,98.25,98.25
O0033689,3,P0024,1,37.29,37.29
O0033689,4,P0065,1,71.97,71.97
O0033690,1,P0065,2,71.97,143.94
O0033690,2,P0042,1,79.38,79.38
O0033690,3,P0025,1,24.47,24.47
O0033691,1,P0014,1,47.23,47.23
O0033691,2,P0025,1,24.47,24.47
O0033691,3,P0024,2,37.29,74.58
O0033692,1,P0042,2,79.38,158.76
O0033693,1,P0019,1,58.43,58.43
O0033693,2,P0012,2,80.31,160.62
O0033694,1,P0064,1,36.46,36.46
O0033695,1,P0065,1,71.97,71.97
O0033695,2,P0045,1,66.67,66.67
O0033696,1,P0006,2,33.97,67.94
O0033696,2,P0047,1,109.33,109.33
O0033696,3,P0065,2,71.97,143.94
O0033696,4,P0069,2,21.83,43.66
O0033697,1,P0012,1,80.31,80.31
O0033697,2,P0070,1,110.67,110.67
O0033698,1,P0025,3,24.47,73.41
O0033698,2,P0024,1,37.29,37.29
O0033699,1,P0068,1,28.98,28.98
O0033699,2,P0001,1,39.81,39.81
O0033699,3,P0042,1,79.38,79.38
O0033700,1,P0042,1,79.38,79.38
O0033700,2,P0055,1,52.43,52.43
O0033700,3,P0045,2,66.67,133.34
O0033701,1,P0013,2,38.38,76.76
O0033701,2,P0021,1,65.9,65.9
O0033701,3,P0020,1,54.21,54.21
O0033702,1,P0010,1,101.78,101.78
O0033702,2,P0043,1,30.05,30.05
O0033702,3,P0045,2,66.67,133.34
O0033702,4,P0036,1,58.17,58.17
O0033703,1,P0002,1,47.11,47.11
O0033703,2,P0034,1,85.17,85.17
O0033703,3,P0033,1,99.37,99.37
O0033703,4,P0065,1,71.97,71.97
O0033703,5,P0038,1,68.95,68.95
O0033703,6,P0001,2,39.81,79.62
O0033704,1,P0067,2,28.46,56.92
O0033705,1,P0032,2,35.8,71.6
O0033706,1,P0067,1,28.46,28.46
O0033706,2,P0065,1,71.97,71.97
O0033706,3,P0061,1,129.09,129.09
O0033706,4,P0060,1,55.12,55.12
O0033707,1,P0065,1,71.97,71.97
O0033708,1,P0055,1,52.43,52.43
O0033708,2,P0038,1,68.95,68.95
O0033709,1,P0025,1,24.47,24.47
O0033709,2,P0006,1,33.97,33.97
O0033709,3,P0049,1,63.74,63.74
O0033709,4,P0038,1,68.95,68.95
O0033709,5,P0056,1,43.48,43.48
O0033709,6,P0001,2,39.81,79.62
O0033710,1,P0059,1,98.25,98.25
O0033711,1,P0025,1,24.47,24.47
O0033711,2,P0060,1,55.12,55.12
O0033711,3,P0065,2,71.97,143.94
O0033711,4,P0024,1,37.29,37.29
O0033711,5,P0001,1,39.81,39.81
O0033712,1,P0043,1,30.05,30.05
O0033712,2,P0023,1,22.84,22.84
O0033712,3,P0065,1,71.97,71.97
O0033712,4,P0047,1,109.33,109.33
O0033713,1,P0049,1,63.74,63.74
O0033713,2,P0060,1,55.12,55.12
O0033713,3,P0042,1,79.38,79.38
O0033714,1,P0008,1,28.73,28.73
O0033714,2,P0070,1,110.67,110.67
O0033714,3,P0073,1,56.34,56.34
O0033715,1,P0053,2,32.46,64.92
O0033716,1,P0024,2,37.29,74.58
O0033716,2,P0036,2,58.17,116.34
O0033717,1,P0010,2,101.78,203.56
O0033717,2,P0061,1,129.09,129.09
O0033717,3,P0049,1,63.74,63.74
O0033717,4,P0024,1,37.29,37.29
O0033718,1,P0045,1,66.67,66.67
O0033719,1,P0055,1,52.43,52.43
O0033720,1,P0024,1,37.29,37.29
O0033720,2,P0013,1,38.38,38.38
O0033720,3,P0036,1,58.17,58.17
O0033720,4,P0047,1,109.33,109.33
O0033721,1,P0038,1,68.95,68.95
O0033722,1,P0038,1,68.95,68.95
O0033722,2,P0064,1,36.46,36.46
O0033723,1,P0065,1,71.97,71.97
O0033723,2,P0053,2,32.46,64.92
O0033724,1,P0006,1,33.97,33.97
O0033724,2,P0054,3,110.67,332.01
O0033724,3,P0037,2,53.44,106.88
O0033724,4,P0053,1,32.46,32.46
O0033725,1,P0023,2,22.84,45.68
O0033726,1,P0064,2,36.46,72.92
O0033726,2,P0028,1,44.09,44.09
O0033726,3,P0046,1,77.37,77.37
O0033727,1,P0012,1,80.31,80.31
O0033727,2,P0065,2,71.97,143.94
O0033727,3,P0043,1,30.05,30.05
O0033728,1,P0069,3,21.83,65.49
O0033728,2,P0040,1,22.29,22.29
O0033728,3,P0036,1,58.17,58.17
O0033728,4,P0065,2,71.97,143.94
O0033729,1,P0062,1,88.18,88.18
O0033729,2,P0053,3,32.46,97.38
O0033729,3,P0041,1,51.83,51.83
O0033729,4,P0057,1,40.4,40.4
O0033729,5,P0014,1,47.23,47.23
O0033729,6,P0024,2,37.29,74.58
O0033730,1,P0024,1,37.29,37.29
O0033730,2,P0043,1,30.05,30.05
O0033730,3,P0057,1,40.4,40.4
O0033731,1,P0027,2,49.51,99.02
O0033731,2,P0065,1,71.97,71.97
O0033731,3,P0023,2,22.84,45.68
O0033731,4,P0018,1,89.68,89.68
O0033731,5,P0068,1,28.98,28.98
O0033732,1,P0020,1,54.21,54.21
O0033732,2,P0001,1,39.81,39.81
O0033732,3,P0005,1,78.89,78.89
O0033732,4,P0073,1,56.34,56.34
O0033732,5,P0065,1,71.97,71.97
O0033732,6,P0059,1,98.25,98.25
O0033733,1,P0006,1,33.97,33.97
O0033734,1,P0056,1,43.48,43.48
O0033734,2,P0065,2,71.97,143.94
O0033734,3,P0013,3,38.38,115.14
O0033735,1,P0024,2,37.29,74.58
O0033735,2,P0043,2,30.05,60.1
O0033735,3,P0013,1,38.38,38.38
O0033735,4,P0059,1,98.25,98.25
O0033736,1,P0009,1,38.06,38.06
O0033736,2,P0042,2,79.38,158.76
O0033737,1,P0007,1,95.26,95.26
O0033737,2,P0038,1,68.95,68.95
O0033738,1,P0010,1,101.78,101.78
O0033739,1,P0059,1,98.25,98.25
O0033740,1,P0042,1,79.38,79.38
O0033740,2,P0065,1,71.97,71.97
O0033741,1,P0062,1,88.18,88.18
O0033742,1,P0050,1,82.83,82.83
O0033742,2,P0047,2,109.33,218.66
O0033742,3,P0005,1,78.89,78.89
O0033742,4,P0065,1,71.97,71.97
O0033742,5,P0046,1,77.37,77.37
O0033742,6,P0066,1,100.59,100.59
O0033743,1,P0052,1,88.0,88.0
O0033743,2,P0008,1,28.73,28.73
O0033744,1,P0065,1,71.97,71.97
O0033744,2,P0007,2,95.26,190.52
O0033745,1,P0025,1,24.47,24.47
O0033745,2,P0065,1,71.97,71.97
O0033745,3,P0005,1,78.89,78.89
O0033746,1,P0073,1,56.34,56.34
O0033746,2,P0065,2,71.97,143.94
O0033746,3,P0018,1,89.68,89.68
O0033746,4,P0033,1,99.37,99.37
O0033747,1,P0065,1,71.97,71.97
O0033747,2,P0030,1,37.94,37.94
O0033748,1,P0010,1,101.78,101.78
O0033749,1,P0059,1,98.25,98.25
O0033750,1,P0065,1,71.97,71.97
O0033750,2,P0042,1,79.38,79.38
O0033750,3,P0061,1,129.09,129.09
O0033750,4,P0028,1,44.09,44.09
O0033750,5,P0009,1,38.06,38.06
O0033751,1,P0065,1,71.97,71.97
O0033751,2,P0025,1,24.47,24.47
O0033751,3,P0014,1,47.23,47.23
O0033752,1,P0070,1,110.67,110.67
O0033752,2,P0052,1,88.0,88.0
O0033753,1,P0065,1,71.97,71.97
O0033753,2,P0038,1,68.95,68.95
O0033753,3,P0049,1,63.74,63.74
O0033754,1,P0022,1,23.36,23.36
O0033754,2,P0027,1,49.51,49.51
O0033755,1,P0049,1,63.74,63.74
O0033755,2,P0006,1,33.97,33.97
O0033755,3,P0065,1,71.97,71.97
O0033755,4,P0020,1,54.21,54.21
O0033756,1,P0033,1,99.37,99.37
O0033757,1,P0009,1,38.06,38.06
O0033757,2,P0042,1,79.38,79.38
O0033757,3,P0024,2,37.29,74.58
O0033758,1,P0023,1,22.84,22.84
O0033758,2,P0037,2,53.44,106.88
O0033759,1,P0043,1,30.05,30.05
O0033759,2,P0007,1,95.26,95.26
O0033760,1,P0025,1,24.47,24.47
O0033761,1,P0001,1,39.81,39.81
O0033761,2,P0043,1,30.05,30.05
O0033762,1,P0024,2,37.29,74.58
O0033762,2,P0059,1,98.25,98.25
O0033763,1,P0013,1,38.38,38.38
O0033763,2,P0065,1,71.97,71.97
O0033763,3,P0021,2,65.9,131.8
O0033764,1,P0050,1,82.83,82.83
O0033764,2,P0059,1,98.25,98.25
O0033764,3,P0065,1,71.97,71.97
O0033765,1,P0014,1,47.23,47.23
O0033765,2,P0029,1,60.58,60.58
O0033765,3,P0009,3,38.06,114.18
O0033766,1,P0047,1,109.33,109.33
O0033766,2,P0065,3,71.97,215.91
O0033766,3,P0057,1,40.4,40.4
O0033767,1,P0002,1,47.11,47.11
O0033767,2,P0064,1,36.46,36.46
O0033768,1,P0051,1,68.42,68.42
O0033768,2,P0042,2,79.38,158.76
O0033768,3,P0065,2,71.97,143.94
O0033768,4,P0053,1,32.46,32.46
O0033768,5,P0041,2,51.83,103.66
O0033769,1,P0065,2,71.97,143.94
O0033769,2,P0024,1,37.29,37.29
O0033769,3,P0002,1,47.11,47.11
O0033769,4,P0055,2,52.43,104.86
O0033770,1,P0017,1,73.25,73.25
O0033770,2,P0049,1,63.74,63.74
O0033770,3,P0006,1,33.97,33.97
O0033771,1,P0051,1,68.42,68.42
O0033771,2,P0006,1,33.97,33.97
O0033771,3,P0059,2,98.25,196.5
O0033771,4,P0047,1,109.33,109.33
O0033771,5,P0065,2,71.97,143.94
O0033772,1,P0033,1,99.37,99.37
O0033773,1,P0024,2,37.29,74.58
O0033773,2,P0070,1,110.67,110.67
O0033774,1,P0009,2,38.06,76.12
O0033774,2,P0012,1,80.31,80.31
O0033775,1,P0067,1,28.46,28.46
O0033775,2,P0065,1,71.97,71.97
O0033775,3,P0025,2,24.47,48.94
O0033775,4,P0005,1,78.89,78.89
O0033776,1,P0030,2,37.94,75.88
O0033776,2,P0024,1,37.29,37.29
O0033777,1,P0019,2,58.43,116.86
O0033777,2,P0006,1,33.97,33.97
O0033777,3,P0065,1,71.97,71.97
O0033777,4,P0025,1,24.47,24.47
O0033777,5,P0031,1,29.37,29.37
O0033778,1,P0059,1,98.25,98.25
O0033778,2,P0068,1,28.98,28.98
O0033778,3,P0046,1,77.37,77.37
O0033778,4,P0055,1,52.43,52.43
O0033779,1,P0042,1,79.38,79.38
O0033779,2,P0065,1,71.97,71.97
O0033779,3,P0058,1,92.1,92.1
O0033779,4,P0024,1,37.29,37.29
O0033779,5,P0006,1,33.97,33.97
O0033779,6,P0005,1,78.89,78.89
O0033780,1,P0031,2,29.37,58.74
O0033781,1,P0037,2,53.44,106.88
O0033781,2,P0042,1,79.38,79.38
O0033782,1,P0065,1,71.97,71.97
O0033782,2,P0059,1,98.25,98.25
O0033783,1,P0006,1,33.97,33.97
O0033783,2,P0005,1,78.89,78.89
O0033784,1,P0065,1,71.97,71.97
O0033784,2,P0009,1,38.06,38.06
O0033784,3,P0042,1,79.38,79.38
O0033784,4,P0024,1,37.29,37.29
O0033785,1,P0010,1,101.78,101.78
O0033785,2,P0064,1,36.46,36.46
O0033786,1,P0041,1,51.83,51.83
O0033786,2,P0073,2,56.34,112.68
O0033786,3,P0043,1,30.05,30.05
O0033787,1,P0069,1,21.83,21.83
O0033787,2,P0016,1,58.47,58.47
O0033787,3,P0057,1,40.4,40.4
O0033788,1,P0005,1,78.89,78.89
O0033789,1,P0065,1,71.97,71.97
O0033790,1,P0022,1,23.36,23.36
O0033791,1,P0057,1,40.4,40.4
O0033791,2,P0033,1,99.37,99.37
O0033792,1,P0006,1,33.97,33.97
O0033793,1,P0056,2,43.48,86.96
O0033793,2,P0024,1,37.29,37.29
O0033793,3,P0041,3,51.83,155.49
O0033793,4,P0073,1,56.34,56.34
O0033794,1,P0061,1,129.09,129.09
O0033794,2,P0036,1,58.17,58.17
O0033794,3,P0024,1,37.29,37.29
O0033795,1,P0024,1,37.29,37.29
O0033795,2,P0065,1,71.97,71.97
O0033795,3,P0057,1,40.4,40.4
O0033796,1,P0065,1,71.97,71.97
O0033796,2,P0024,1,37.29,37.29
O0033797,1,P0038,1,68.95,68.95
O0033797,2,P0042,1,79.38,79.38
O0033798,1,P0024,2,37.29,74.58
O0033798,2,P0065,1,71.97,71.97
O0033799,1,P0057,1,40.4,40.4
O0033799,2,P0009,2,38.06,76.12
O0033799,3,P0008,1,28.73,28.73
O0033800,1,P0008,1,28.73,28.73
O0033800,2,P0038,2,68.95,137.9
O0033800,3,P0024,1,37.29,37.29
O0033800,4,P0013,1,38.38,38.38
O0033801,1,P0005,2,78.89,157.78
O0033801,2,P0065,1,71.97,71.97
O0033802,1,P0065,1,71.97,71.97
O0033803,1,P0042,1,79.38,79.38
O0033803,2,P0024,1,37.29,37.29
O0033804,1,P0070,1,110.67,110.67
O0033804,2,P0005,1,78.89,78.89
O0033805,1,P0023,1,22.84,22.84
O0033805,2,P0040,1,22.29,22.29
O0033806,1,P0014,1,47.23,47.23
O0033807,1,P0006,1,33.97,33.97
O0033808,1,P0006,1,33.97,33.97
O0033808,2,P0023,1,22.84,22.84
O0033809,1,P0065,2,71.97,143.94
O0033809,2,P0056,1,43.48,43.48
O0033809,3,P0059,1,98.25,98.25
O0033810,1,P0024,2,37.29,74.58
O0033810,2,P0065,1,71.97,71.97
O0033811,1,P0024,1,37.29,37.29
O0033811,2,P0065,1,71.97,71.97
O0033811,3,P0018,1,89.68,89.68
O0033811,4,P0020,1,54.21,54.21
O0033811,5,P0068,2,28.98,57.96
O0033812,1,P0014,1,47.23,47.23
O0033813,1,P0059,1,98.25,98.25
O0033814,1,P0024,1,37.29,37.29
O0033814,2,P0042,1,79.38,79.38
O0033815,1,P0051,1,68.42,68.42
O0033816,1,P0014,1,47.23,47.23
O0033816,2,P0031,1,29.37,29.37
O0033816,3,P0033,1,99.37,99.37
O0033817,1,P0023,1,22.84,22.84
O0033817,2,P0051,2,68.42,136.84
O0033817,3,P0062,3,88.18,264.54
O0033817,4,P0043,1,30.05,30.05
O0033818,1,P0006,1,33.97,33.97
O0033819,1,P0024,2,37.29,74.58
O0033820,1,P0073,1,56.34,56.34
O0033820,2,P0041,2,51.83,103.66
O0033820,3,P0022,1,23.36,23.36
O0033820,4,P0045,1,66.67,66.67
O0033821,1,P0001,1,39.81,39.81
O0033822,1,P0047,1,109.33,109.33
O0033822,2,P0002,1,47.11,47.11
O0033823,1,P0006,1,33.97,33.97
O0033823,2,P0025,1,24.47,24.47
O0033823,3,P0001,1,39.81,39.81
O0033823,4,P0057,1,40.4,40.4
O0033824,1,P0024,1,37.29,37.29
O0033824,2,P0047,3,109.33,327.99
O0033824,3,P0043,2,30.05,60.1
O0033825,1,P0001,1,39.81,39.81
O0033825,2,P0065,2,71.97,143.94
O0033825,3,P0049,1,63.74,63.74
O0033825,4,P0045,1,66.67,66.67
O0033826,1,P0033,1,99.37,99.37
O0033826,2,P0014,1,47.23,47.23
O0033826,3,P0070,1,110.67,110.67
O0033827,1,P0047,2,109.33,218.66
O0033828,1,P0033,1,99.37,99.37
O0033828,2,P0041,2,51.83,103.66
O0033828,3,P0043,1,30.05,30.05
O0033829,1,P0051,2,68.42,136.84
O0033830,1,P0005,1,78.89,78.89
O0033830,2,P0030,1,37.94,37.94
O0033830,3,P0042,2,79.38,158.76
O0033831,1,P0043,1,30.05,30.05
O0033831,2,P0014,1,47.23,47.23
O0033831,3,P0002,1,47.11,47.11
O0033831,4,P0010,1,101.78,101.78
