order_id,customer_id,store_id,order_datetime,order_status,payment_method,delivery_distance_km,delivery_type
O0035047,C11704,S010,2025-06-28 17:52:00,Completed,UPI,1727.09,Express
O0035048,C10133,S006,2025-10-05 19:57:00,Completed,UPI,847.57,Standard
O0035049,C06802,S010,2025-03-20 20:18:00,Cancelled,UPI,1562.8,Standard
O0035050,C11550,S006,2025-06-13 19:41:00,Completed,UPI,1724.83,Standard
O0035051,C09954,S001,2025-02-06 14:57:00,Completed,UPI,1152.98,Express
O0035052,C01064,S022,2025-05-07 12:35:00,Completed,Wallet,834.26,Standard
O0035053,C08049,S018,2025-03-16 20:21:00,Completed,UPI,1540.86,Express
O0035054,C05642,S007,2025-03-07 13:09:00,Completed,UPI,1674.34,Standard
O0035055,C11376,S021,2025-07-14 19:02:00,Completed,Card,1739.05,Express
O0035056,C11356,S010,2025-11-02 20:46:00,Completed,UPI,1732.07,Standard
O0035057,C05310,S005,2025-12-06 21:36:00,Completed,Wallet,1741.0,Express
O0035058,C09860,S009,2025-11-25 15:49:00,Completed,Wallet,1354.99,Express
O0035059,C08327,S001,2025-08-23 14:49:00,Completed,Card,1743.36,Express
O0035060,C09132,S001,2025-11-09 15:00:00,Completed,UPI,1752.56,Standard
O0035061,C11839,S013,2025-05-16 10:52:00,Completed,UPI,1747.52,Standard
O0035062,C04658,S015,2025-11-23 15:38:00,Completed,UPI,2.53,Express
O0035063,C09993,S008,2025-01-31 18:03:00,Completed,UPI,823.06,Standard
O0035064,C09421,S006,2025-01-05 14:00:00,Completed,Card,17.73,Express
O0035065,C04092,S010,2025-10-11 14:41:00,Cancelled,UPI,1743.42,Standard
O0035066,C06034,S008,2025-07-23 19:13:00,Completed,Card,1660.21,Express
O0035067,C03973,S010,2025-12-20 18:35:00,Completed,Card,1733.64,Standard
O0035068,C01201,S004,2025-10-19 12:11:00,Completed,Card,1662.37,Standard
O0035069,C09876,S004,2025-04-11 21:02:00,Completed,Cash on Delivery,838.62,Standard
O0035070,C05637,S004,2025-08-24 16:13:00,Completed,Card,17.77,Standard
O0035071,C04256,S010,2025-01-10 17:59:00,Completed,UPI,839.27,Standard
O0035072,C09909,S009,2025-01-11 18:23:00,Completed,UPI,1738.96,Express
O0035073,C00625,S019,2025-01-01 14:27:00,Completed,Wallet,1556.58,Standard
O0035074,C05480,S009,2025-08-04 13:34:00,Completed,Cash on Delivery,13.53,Express
O0035075,C11423,S001,2025-06-10 18:56:00,Completed,Card,1747.4,Standard
O0035076,C10271,S008,2025-05-30 13:45:00,Completed,Card,1677.48,Express
O0035077,C06636,S019,2025-06-28 19:21:00,Completed,Card,1673.67,Standard
O0035078,C03989,S002,2025-08-05 12:59:00,Completed,Cash on Delivery,835.84,Express
O0035079,C06566,S009,2025-10-28 18:18:00,Completed,Cash on Delivery,1162.27,Express
O0035080,C04795,S024,2025-02-08 13:04:00,Completed,Wallet,825.81,Express
O0035081,C05011,S010,2025-04-11 12:32:00,Completed,UPI,1559.97,Standard
O0035082,C01752,S002,2025-12-15 14:58:00,Completed,UPI,1728.86,Express
O0035083,C04742,S014,2025-12-22 10:41:00,Completed,UPI,1735.52,Standard
O0035084,C09445,S018,2025-12-30 22:11:00,Completed,Card,1744.88,Express
O0035085,C05431,S005,2025-11-27 20:23:00,Completed,Wallet,3.75,Standard
O0035086,C10841,S016,2025-06-22 18:27:00,Cancelled,Card,836.32,Standard
O0035087,C09889,S007,2025-09-06 13:26:00,Completed,Card,9.31,Standard
O0035088,C04180,S006,2025-01-21 19:35:00,Completed,Wallet,1552.1,Standard
O0035089,C08305,S019,2025-08-21 19:47:00,Completed,UPI,1666.08,Express
O0035090,C11371,S005,2025-12-10 16:32:00,Completed,Wallet,7.43,Standard
O0035091,C11915,S008,2025-03-31 16:25:00,Completed,Card,1668.49,Standard
O0035092,C04674,S004,2025-05-21 11:44:00,Completed,UPI,1144.76,Standard
O0035093,C06410,S022,2025-06-18 14:53:00,Completed,Wallet,7.14,Standard
O0035094,C01553,S008,2025-11-15 16:57:00,Completed,Card,832.89,Standard
O0035095,C10836,S022,2025-07-09 15:31:00,Completed,UPI,11.38,Standard
O0035096,C09906,S010,2025-11-04 23:57:00,Completed,UPI,842.84,Express
O0035097,C11542,S006,2025-05-24 19:54:00,Completed,UPI,1550.31,Express
O0035098,C09240,S021,2025-03-04 16:11:00,Completed,UPI,17.19,Standard
O0035099,C00690,S019,2025-12-14 17:51:00,Completed,UPI,9.9,Standard
O0035100,C01642,S020,2025-05-20 08:06:00,Completed,Cash on Delivery,832.11,Express
O0035101,C04065,S010,2025-12-05 21:28:00,Completed,Card,20.32,Standard
O0035102,C01514,S010,2025-03-12 21:16:00,Completed,Card,1564.84,Express
O0035103,C08790,S009,2025-01-27 22:24:00,Completed,Card,1344.45,Express
O0035104,C06288,S015,2025-03-09 21:12:00,Completed,UPI,1345.22,Standard
O0035105,C09241,S015,2025-11-16 17:01:00,Completed,UPI,1565.54,Standard
O0035106,C09695,S010,2025-03-20 20:48:00,Completed,UPI,849.16,Standard
O0035107,C08989,S006,2025-09-27 12:12:00,Cancelled,Cash on Delivery,11.47,Standard
O0035108,C04153,S010,2025-03-13 23:54:00,Completed,Cash on Delivery,1735.79,Standard
O0035109,C03432,S012,2025-01-27 23:49:00,Completed,Wallet,845.47,Express
O0035110,C00628,S006,2025-12-05 15:22:00,Completed,Wallet,1544.31,Standard
O0035111,C05844,S023,2025-03-24 12:46:00,Completed,Card,12.92,Standard
O0035112,C02003,S022,2025-02-27 11:36:00,Completed,UPI,839.73,Standard
O0035113,C00296,S010,2025-04-12 15:34:00,Completed,Card,16.4,Standard
O0035114,C02269,S003,2025-07-31 23:56:00,Cancelled,Card,1667.71,Standard
O0035115,C08703,S017,2025-07-16 21:04:00,Completed,Card,1155.57,Standard
O0035116,C08381,S019,2025-03-30 14:50:00,Completed,Card,1555.44,Standard
O0035117,C02433,S022,2025-12-30 23:33:00,Completed,UPI,819.38,Express
O0035118,C06951,S014,2025-01-23 17:30:00,Completed,Cash on Delivery,1734.45,Standard
O0035119,C10578,S015,2025-07-14 17:27:00,Completed,Wallet,1552.53,Standard
O0035120,C08830,S019,2025-05-12 21:53:00,Completed,Wallet,1344.53,Standard
O0035121,C07685,S010,2025-12-18 20:09:00,Completed,UPI,842.92,Standard
O0035122,C05092,S010,2025-09-09 12:12:00,Completed,UPI,13.72,Standard
O0035123,C01157,S002,2025-12-12 19:50:00,Completed,UPI,1717.44,Standard
O0035124,C04849,S010,2025-11-01 18:28:00,Completed,Wallet,835.62,Express
O0035125,C10071,S014,2025-11-29 17:16:00,Completed,Card,1563.3,Express
O0035126,C02350,S019,2025-11-14 13:02:00,Completed,Card,1678.74,Standard
O0035127,C00654,S010,2025-11-21 21:05:00,Completed,UPI,1735.24,Standard
O0035128,C00490,S009,2025-02-02 19:59:00,Completed,Wallet,1361.99,Standard
O0035129,C08097,S001,2025-02-02 20:17:00,Completed,UPI,3.74,Express
O0035130,C09319,S009,2025-07-19 08:34:00,Completed,UPI,19.74,Standard
O0035131,C01425,S003,2025-03-12 13:08:00,Completed,UPI,23.42,Standard
O0035132,C11724,S012,2025-09-23 20:50:00,Completed,Card,842.46,Standard
O0035133,C02765,S011,2025-06-04 17:20:00,Completed,Card,2.9,Standard
O0035134,C11268,S017,2025-08-19 15:13:00,Completed,UPI,1726.94,Standard
O0035135,C04724,S013,2025-04-08 21:19:00,Completed,UPI,1158.53,Standard
O0035136,C07279,S022,2025-04-15 16:30:00,Completed,UPI,1742.91,Standard
O0035137,C04931,S006,2025-03-31 14:19:00,Completed,Cash on Delivery,1744.39,Express
O0035138,C00094,S021,2025-02-12 18:44:00,Completed,Card,1352.18,Standard
O0035139,C02171,S015,2025-01-12 19:46:00,Completed,UPI,1673.29,Standard
O0035140,C00862,S019,2025-01-16 17:07:00,Completed,Card,9.76,Standard
O0035141,C01256,S010,2025-10-12 23:05:00,Completed,Cash on Delivery,1734.45,Standard
O0035142,C09920,S010,2025-05-03 20:23:00,Completed,UPI,1736.63,Standard
O0035143,C05862,S005,2025-06-12 16:54:00,Completed,UPI,1734.91,Standard
O0035144,C11881,S003,2025-07-08 19:01:00,Completed,UPI,1675.96,Standard
O0035145,C06713,S010,2025-01-19 17:09:00,Completed,UPI,1548.8,Standard
O0035146,C11497,S021,2025-02-25 19:44:00,Completed,UPI,1155.48,Express
O0035147,C00692,S024,2025-10-05 23:04:00,Completed,Card,1672.19,Standard
O0035148,C07970,S019,2025-11-24 11:41:00,Completed,Card,1667.22,Express
O0035149,C10569,S004,2025-11-29 21:48:00,Completed,Wallet,1656.41,Standard
O0035150,C00313,S010,2025-04-01 22:42:00,Cancelled,Wallet,829.01,Standard
O0035151,C10244,S007,2025-05-28 15:47:00,Completed,Cash on Delivery,20.26,Express
O0035152,C10679,S003,2025-07-13 10:35:00,Completed,Wallet,7.86,Express
O0035153,C11391,S010,2025-11-30 17:52:00,Completed,Wallet,826.55,Express
O0035154,C02520,S023,2025-08-06 19:02:00,Completed,Wallet,1671.81,Express
O0035155,C02767,S005,2025-05-28 14:24:00,Completed,UPI,1160.54,Standard
O0035156,C00346,S011,2025-11-13 21:47:00,Completed,UPI,1353.47,Standard
O0035157,C07705,S021,2025-05-14 17:04:00,Completed,Wallet,1745.74,Express
O0035158,C00074,S013,2025-12-06 19:52:00,Completed,Wallet,1.83,Standard
O0035159,C05099,S021,2025-04-09 16:20:00,Completed,Cash on Delivery,30.44,Standard
O0035160,C02201,S010,2025-06-06 14:18:00,Completed,Card,844.61,Standard
O0035161,C06424,S010,2025-04-23 16:06:00,Completed,Wallet,5.29,Standard
O0035162,C07834,S024,2025-07-13 18:44:00,Completed,Card,834.53,Express
O0035163,C05111,S006,2025-02-19 14:38:00,Completed,Card,11.09,Standard
O0035164,C09269,S012,2025-12-11 18:30:00,Completed,Card,848.59,Standard
O0035165,C05992,S012,2025-01-14 13:43:00,Completed,UPI,848.28,Express
O0035166,C09683,S007,2025-10-03 21:55:00,Completed,UPI,1678.02,Express
O0035167,C05118,S009,2025-12-24 14:23:00,Completed,Card,1362.69,Standard
O0035168,C05828,S010,2025-10-12 10:22:00,Completed,Wallet,9.42,Standard
O0035169,C01641,S008,2025-04-28 16:58:00,Cancelled,Wallet,1671.25,Standard
O0035170,C09214,S019,2025-02-25 11:00:00,Completed,UPI,5.55,Standard
O0035171,C11620,S010,2025-05-21 21:41:00,Completed,UPI,12.38,Standard
O0035172,C00363,S009,2025-10-04 17:47:00,Completed,UPI,1737.45,Standard
O0035173,C07864,S002,2025-10-27 15:52:00,Completed,Wallet,842.18,Standard
O0035174,C10700,S010,2025-06-30 18:02:00,Completed,UPI,837.93,Express
O0035175,C08805,S010,2025-10-10 21:35:00,Completed,Card,835.89,Standard
O0035176,C08228,S013,2025-07-13 17:47:00,Completed,UPI,1162.88,Express
O0035177,C11379,S010,2025-12-11 08:35:00,Cancelled,Card,1555.67,Standard
O0035178,C11524,S013,2025-05-27 20:25:00,Cancelled,UPI,1346.39,Standard
O0035179,C05085,S015,2025-07-08 18:50:00,Completed,UPI,1560.42,Express
O0035180,C10679,S017,2025-07-01 18:11:00,Completed,Card,1355.02,Express
O0035181,C09256,S007,2025-02-18 14:04:00,Completed,UPI,1676.07,Standard
O0035182,C00594,S019,2025-12-11 12:07:00,Completed,UPI,1544.7,Standard
O0035183,C06671,S009,2025-08-19 22:53:00,Completed,Cash on Delivery,1738.12,Standard
O0035184,C00551,S010,2025-01-20 20:38:00,Completed,UPI,1732.21,Express
O0035185,C00731,S015,2025-03-24 20:40:00,Cancelled,UPI,1682.23,Standard
O0035186,C00649,S010,2025-02-22 18:50:00,Completed,UPI,1730.21,Standard
O0035187,C04304,S007,2025-07-06 20:16:00,Completed,UPI,1350.01,Express
O0035188,C10827,S007,2025-03-02 19:26:00,Completed,Card,1343.96,Express
O0035189,C07291,S009,2025-11-14 19:29:00,Completed,Card,1156.85,Express
O0035190,C11203,S001,2025-04-24 18:19:00,Completed,Cash on Delivery,16.05,Express
O0035191,C08652,S012,2025-05-18 19:11:00,Completed,Card,1663.33,Standard
O0035192,C01193,S008,2025-11-14 22:14:00,Completed,UPI,23.16,Standard
O0035193,C10967,S018,2025-07-22 19:54:00,Completed,UPI,1553.01,Standard
O0035194,C03790,S001,2025-07-28 17:43:00,Completed,UPI,2.6,Standard
O0035195,C07505,S017,2025-03-16 09:33:00,Completed,Card,7.15,Standard
O0035196,C02119,S019,2025-11-30 19:51:00,Completed,Wallet,1566.68,Standard
O0035197,C05493,S019,2025-05-22 19:15:00,Completed,Card,1347.64,Standard
O0035198,C08389,S012,2025-02-28 12:51:00,Completed,UPI,1145.21,Express
O0035199,C03435,S024,2025-05-28 22:43:00,Completed,Card,5.1,Standard
O0035200,C02244,S011,2025-12-13 19:37:00,Cancelled,Wallet,1352.89,Express
O0035201,C06010,S010,2025-04-29 18:57:00,Completed,Wallet,18.81,Express
O0035202,C00170,S004,2025-09-08 22:56:00,Completed,UPI,842.93,Standard
O0035203,C03296,S008,2025-06-06 18:02:00,Completed,UPI,1146.73,Standard
O0035204,C01437,S013,2025-02-02 17:26:00,Cancelled,UPI,1358.49,Standard
O0035205,C05103,S013,2025-08-10 22:20:00,Completed,UPI,7.35,Express
O0035206,C03788,S010,2025-10-09 15:43:00,Completed,Wallet,1746.52,Express
O0035207,C06950,S010,2025-07-31 20:34:00,Completed,Wallet,6.19,Standard
O0035208,C11890,S014,2025-05-22 13:04:00,Completed,UPI,856.02,Standard
O0035209,C00560,S019,2025-12-20 15:51:00,Completed,Card,3.84,Standard
O0035210,C07633,S006,2025-05-11 18:18:00,Completed,Wallet,841.63,Standard
O0035211,C11311,S007,2025-06-01 22:08:00,Cancelled,UPI,1678.45,Standard
O0035212,C10511,S017,2025-02-06 17:26:00,Cancelled,UPI,1144.73,Standard
O0035213,C10018,S022,2025-08-04 19:51:00,Completed,UPI,4.88,Standard
O0035214,C10932,S007,2025-11-29 18:06:00,Completed,UPI,1358.98,Standard
O0035215,C10380,S005,2025-12-24 21:35:00,Completed,UPI,1145.48,Standard
O0035216,C01474,S011,2025-03-16 17:09:00,Completed,UPI,1664.41,Express
O0035217,C07679,S021,2025-01-18 19:08:00,Completed,Wallet,1159.32,Standard
O0035218,C10891,S005,2025-12-09 09:41:00,Completed,UPI,10.56,Standard
O0035219,C08908,S001,2025-04-14 19:44:00,Completed,Wallet,1154.18,Express
O0035220,C02110,S010,2025-04-18 10:19:00,Completed,Card,836.46,Express
O0035221,C11949,S018,2025-02-09 16:15:00,Completed,Card,851.91,Express
O0035222,C01461,S023,2025-01-06 13:09:00,Completed,Wallet,1669.17,Standard
O0035223,C07059,S019,2025-05-22 11:58:00,Completed,UPI,1660.01,Standard
O0035224,C10806,S012,2025-10-15 21:39:00,Completed,Card,842.08,Express
O0035225,C02350,S013,2025-10-31 16:28:00,Completed,UPI,1155.35,Standard
O0035226,C11371,S021,2025-03-04 21:52:00,Completed,UPI,19.62,Standard
O0035227,C00488,S019,2025-01-29 19:30:00,Completed,UPI,1560.01,Standard
O0035228,C04077,S009,2025-11-14 18:50:00,Completed,Wallet,1142.02,Standard
O0035229,C02324,S005,2025-09-30 22:04:00,Completed,Card,1340.25,Standard
O0035230,C09509,S019,2025-08-31 18:22:00,Completed,UPI,1662.68,Standard
O0035231,C06809,S006,2025-04-10 14:36:00,Completed,UPI,1551.13,Standard
O0035232,C04936,S002,2025-09-22 16:07:00,Completed,Card,848.16,Express
O0035233,C00282,S004,2025-11-29 10:30:00,Completed,Wallet,17.06,Standard
O0035234,C04927,S020,2025-03-12 14:00:00,Completed,UPI,9.54,Standard
O0035235,C02014,S009,2025-12-12 23:12:00,Completed,Card,1732.71,Standard
O0035236,C09224,S021,2025-06-14 19:15:00,Completed,UPI,1748.12,Standard
O0035237,C09605,S021,2025-05-18 18:12:00,Completed,UPI,1352.18,Standard
O0035238,C09508,S008,2025-10-04 20:10:00,Completed,UPI,6.87,Standard
O0035239,C01373,S003,2025-06-01 11:48:00,Completed,UPI,1542.35,Standard
O0035240,C10478,S024,2025-07-20 20:28:00,Completed,Card,1.4,Standard
O0035241,C00063,S010,2025-03-10 20:02:00,Completed,UPI,10.16,Standard
O0035242,C11323,S018,2025-04-09 22:24:00,Completed,Wallet,1545.74,Standard
O0035243,C02500,S008,2025-05-28 11:50:00,Completed,UPI,1662.38,Express
O0035244,C01343,S011,2025-06-14 12:47:00,Completed,Card,1561.94,Standard
O0035245,C05500,S010,2025-05-18 19:18:00,Completed,Card,11.78,Standard
O0035246,C08453,S012,2025-11-19 17:49:00,Completed,Wallet,840.72,Express
O0035247,C00825,S021,2025-04-09 21:21:00,Completed,UPI,1153.89,Standard
O0035248,C07152,S010,2025-07-30 21:12:00,Completed,Wallet,1737.26,Standard
O0035249,C07415,S003,2025-11-30 19:47:00,Cancelled,UPI,1670.49,Express
O0035250,C08429,S010,2025-07-01 17:45:00,Completed,UPI,10.33,Standard
O0035251,C07504,S007,2025-01-03 16:35:00,Cancelled,UPI,1370.45,Standard
O0035252,C09218,S008,2025-09-25 20:58:00,Completed,Card,848.46,Standard
O0035253,C05480,S015,2025-01-01 10:44:00,Completed,Card,1347.46,Express
O0035254,C08544,S006,2025-04-02 22:22:00,Completed,Wallet,1724.82,Standard
O0035255,C07698,S010,2025-05-17 20:27:00,Completed,UPI,853.67,Standard
O0035256,C02578,S001,2025-03-02 17:51:00,Completed,UPI,9.77,Express
O0035257,C03384,S001,2025-10-24 19:57:00,Completed,UPI,1360.34,Standard
O0035258,C05740,S009,2025-04-09 23:15:00,Completed,UPI,26.29,Express
O0035259,C06440,S008,2025-07-29 19:50:00,Completed,UPI,12.59,Standard
O0035260,C02844,S004,2025-03-09 21:08:00,Completed,UPI,14.0,Express
O0035261,C10438,S010,2025-04-07 18:47:00,Cancelled,Cash on Delivery,1740.45,Express
O0035262,C07910,S004,2025-03-08 17:57:00,Completed,UPI,840.3,Standard
O0035263,C07416,S014,2025-10-08 18:07:00,Completed,Card,844.96,Express
O0035264,C00826,S001,2025-08-06 17:37:00,Completed,Wallet,1720.99,Standard
O0035265,C03997,S021,2025-04-05 19:46:00,Completed,UPI,3.26,Express
O0035266,C03811,S004,2025-04-01 19:40:00,Completed,Card,847.85,Express
O0035267,C02282,S019,2025-05-16 16:08:00,Completed,Card,1658.28,Express
O0035268,C00175,S009,2025-05-10 22:18:00,Completed,UPI,1147.98,Standard
O0035269,C00281,S005,2025-08-02 19:20:00,Completed,Card,18.29,Standard
O0035270,C08022,S024,2025-10-06 20:53:00,Completed,UPI,832.16,Standard
O0035271,C07633,S015,2025-03-27 12:47:00,Completed,UPI,1692.92,Standard
O0035272,C06125,S002,2025-01-21 16:17:00,Completed,UPI,1557.9,Standard
O0035273,C02760,S003,2025-07-30 12:18:00,Cancelled,UPI,1661.82,Standard
O0035274,C06937,S005,2025-01-24 19:25:00,Completed,UPI,1150.87,Standard
O0035275,C02228,S013,2025-01-21 18:42:00,Completed,UPI,1740.7,Standard
O0035276,C07603,S017,2025-08-06 23:18:00,Completed,UPI,0.78,Express
O0035277,C02508,S010,2025-08-11 18:30:00,Completed,UPI,840.34,Standard
O0035278,C09110,S018,2025-01-25 21:36:00,Completed,Cash on Delivery,13.14,Express
O0035279,C05022,S007,2025-02-12 19:12:00,Completed,Cash on Delivery,1547.97,Standard
O0035280,C04211,S010,2025-06-13 12:31:00,Completed,Card,1738.07,Express
O0035281,C05969,S010,2025-05-17 22:39:00,Completed,Card,1555.19,Standard
O0035282,C11234,S010,2025-10-13 23:55:00,Completed,UPI,1554.34,Standard
O0035283,C01583,S019,2025-07-10 18:00:00,Completed,UPI,1667.37,Express
O0035284,C11767,S004,2025-05-14 19:47:00,Cancelled,UPI,1151.06,Standard
O0035285,C10459,S013,2025-01-22 13:02:00,Completed,UPI,1343.64,Express
O0035286,C05999,S016,2025-09-29 14:34:00,Completed,UPI,1651.54,Standard
O0035287,C08472,S019,2025-11-18 09:15:00,Completed,Card,12.15,Standard
O0035288,C04901,S019,2025-07-21 20:24:00,Completed,UPI,1.25,Standard
O0035289,C04357,S024,2025-06-19 19:11:00,Completed,Wallet,835.54,Express
O0035290,C11431,S010,2025-05-02 22:30:00,Completed,Wallet,7.48,Standard
O0035291,C03981,S024,2025-07-15 21:17:00,Completed,UPI,833.03,Express
O0035292,C08851,S011,2025-02-12 22:14:00,Completed,Card,1545.53,Standard
O0035293,C08670,S011,2025-02-28 19:16:00,Completed,Wallet,1674.44,Standard
O0035294,C07465,S016,2025-05-06 23:15:00,Completed,UPI,1154.23,Standard
O0035295,C00081,S008,2025-02-12 20:26:00,Completed,UPI,5.65,Standard
O0035296,C09970,S010,2025-10-27 10:53:00,Completed,Cash on Delivery,846.77,Standard
O0035297,C02910,S008,2025-06-23 17:05:00,Completed,Wallet,10.47,Express
O0035298,C00605,S010,2025-02-25 15:24:00,Completed,UPI,1565.11,Express
O0035299,C06267,S010,2025-05-26 23:18:00,Completed,Wallet,8.59,Standard
O0035300,C00480,S010,2025-05-27 20:46:00,Completed,UPI,8.51,Standard
O0035301,C01871,S024,2025-01-01 23:46:00,Completed,UPI,1148.53,Standard
O0035302,C05027,S021,2025-10-10 20:56:00,Completed,Cash on Delivery,1369.55,Standard
O0035303,C01069,S010,2025-03-07 16:03:00,Completed,UPI,1755.81,Express
O0035304,C08984,S013,2025-10-23 15:10:00,Completed,Card,1352.21,Express
O0035305,C05985,S005,2025-06-30 19:24:00,Completed,UPI,1729.6,Standard
O0035306,C01425,S010,2025-07-24 20:35:00,Completed,Card,1533.18,Standard
O0035307,C06115,S012,2025-08-07 20:48:00,Completed,UPI,833.04,Standard
O0035308,C09521,S010,2025-03-31 22:18:00,Completed,Cash on Delivery,1725.36,Express
O0035309,C09113,S005,2025-07-10 10:45:00,Completed,UPI,1350.64,Standard
O0035310,C07887,S010,2025-07-25 13:00:00,Completed,Card,11.49,Standard
O0035311,C06675,S001,2025-10-28 18:38:00,Completed,Cash on Delivery,1145.1,Standard
O0035312,C07498,S012,2025-04-20 20:28:00,Completed,Card,1146.37,Express
O0035313,C11761,S008,2025-05-18 11:50:00,Completed,UPI,1676.84,Standard
O0035314,C11805,S001,2025-01-20 23:05:00,Cancelled,Card,1361.61,Express
O0035315,C01562,S021,2025-08-21 18:41:00,Completed,UPI,1155.65,Express
O0035316,C02748,S021,2025-11-16 21:08:00,Completed,Card,1157.17,Standard
O0035317,C08008,S005,2025-08-03 18:35:00,Completed,Cash on Delivery,1349.02,Express
O0035318,C05071,S015,2025-04-10 18:21:00,Completed,Cash on Delivery,1679.23,Standard
O0035319,C03503,S004,2025-12-16 19:49:00,Completed,Card,14.93,Standard
O0035320,C01589,S010,2025-08-12 18:12:00,Completed,UPI,1750.2,Standard
O0035321,C03755,S014,2025-07-27 15:25:00,Completed,UPI,837.27,Standard
O0035322,C07902,S010,2025-01-04 21:01:00,Completed,UPI,3.71,Standard
O0035323,C08835,S006,2025-09-22 15:23:00,Completed,Card,831.02,Standard
O0035324,C08097,S008,2025-03-09 21:46:00,Completed,UPI,1160.46,Standard
O0035325,C03501,S014,2025-09-25 12:40:00,Completed,Cash on Delivery,1559.93,Express
O0035326,C01112,S018,2025-05-22 22:49:00,Completed,Wallet,1730.25,Standard
O0035327,C11240,S018,2025-08-29 20:46:00,Completed,UPI,837.17,Standard
O0035328,C04991,S010,2025-08-02 19:59:00,Completed,Card,7.66,Standard
O0035329,C03152,S010,2025-03-14 19:11:00,Completed,UPI,834.62,Express
O0035330,C11030,S007,2025-10-08 14:04:00,Cancelled,UPI,14.22,Express
O0035331,C04951,S020,2025-06-29 16:43:00,Completed,Card,830.34,Standard
O0035332,C00696,S015,2025-07-26 16:16:00,Completed,Wallet,1680.52,Express
O0035333,C00355,S002,2025-06-15 20:19:00,Completed,Card,10.47,Standard
O0035334,C06727,S015,2025-03-03 17:23:00,Completed,UPI,1682.0,Express
O0035335,C09428,S010,2025-02-23 13:46:00,Completed,Card,9.35,Express
O0035336,C03374,S006,2025-03-16 17:59:00,Completed,Cash on Delivery,1725.51,Standard
O0035337,C08202,S006,2025-01-22 14:54:00,Completed,UPI,1742.36,Standard
O0035338,C03416,S008,2025-06-08 09:30:00,Completed,Card,5.04,Standard
O0035339,C03656,S015,2025-08-21 19:59:00,Completed,UPI,1672.08,Standard
O0035340,C04922,S019,2025-01-19 19:48:00,Completed,Card,1341.12,Express
O0035341,C05752,S008,2025-09-06 11:36:00,Completed,Card,1673.52,Standard
O0035342,C01412,S006,2025-08-25 19:43:00,Completed,UPI,1565.43,Standard
O0035343,C05042,S010,2025-08-19 16:52:00,Cancelled,UPI,848.05,Standard
O0035344,C06701,S010,2025-09-03 16:33:00,Completed,Card,7.05,Express
O0035345,C06623,S006,2025-02-21 13:40:00,Completed,UPI,1733.86,Express
O0035346,C03897,S010,2025-04-10 22:48:00,Completed,UPI,841.06,Express
O0035347,C09589,S012,2025-07-25 21:40:00,Completed,Wallet,1672.69,Express
O0035348,C01094,S011,2025-08-08 14:22:00,Completed,Wallet,12.03,Standard
O0035349,C05205,S010,2025-01-15 18:45:00,Completed,UPI,1551.13,Standard
O0035350,C04351,S008,2025-11-08 19:47:00,Completed,UPI,7.56,Standard
O0035351,C04833,S011,2025-09-29 21:57:00,Completed,UPI,1564.1,Express
O0035352,C06261,S009,2025-01-03 18:08:00,Completed,Card,15.05,Standard
O0035353,C03385,S010,2025-12-20 15:02:00,Completed,Wallet,833.08,Express
O0035354,C11170,S012,2025-08-05 21:01:00,Completed,UPI,6.03,Standard
O0035355,C06035,S019,2025-04-21 21:02:00,Completed,Card,1660.25,Standard
O0035356,C03557,S010,2025-10-02 15:25:00,Completed,UPI,6.07,Standard
O0035357,C04151,S014,2025-06-26 20:02:00,Completed,UPI,834.37,Standard
O0035358,C07784,S015,2025-10-14 18:34:00,Completed,Wallet,1359.41,Standard
O0035359,C11106,S006,2025-11-28 21:00:00,Completed,Cash on Delivery,1563.83,Standard
O0035360,C01446,S022,2025-01-28 20:15:00,Completed,UPI,841.64,Express
O0035361,C05007,S010,2025-11-17 17:54:00,Completed,Wallet,832.92,Standard
O0035362,C06927,S006,2025-09-23 18:06:00,Completed,Card,2.25,Standard
O0035363,C02426,S010,2025-01-28 11:22:00,Cancelled,UPI,834.65,Standard
O0035364,C11244,S001,2025-12-14 21:05:00,Completed,Wallet,1158.27,Express
O0035365,C00303,S012,2025-08-16 16:38:00,Completed,UPI,1680.03,Standard
O0035366,C10922,S011,2025-05-12 08:42:00,Completed,UPI,1350.03,Standard
O0035367,C11639,S006,2025-09-29 14:23:00,Completed,Wallet,1728.04,Standard
O0035368,C05336,S010,2025-06-20 19:57:00,Completed,Wallet,1554.98,Standard
O0035369,C00978,S004,2025-08-28 20:09:00,Cancelled,UPI,839.62,Standard
O0035370,C09302,S008,2025-09-24 11:29:00,Completed,UPI,1680.63,Standard
O0035371,C08698,S015,2025-06-18 17:49:00,Completed,Wallet,16.96,Standard
O0035372,C00886,S008,2025-02-09 13:06:00,Completed,Card,838.94,Standard
O0035373,C05079,S011,2025-03-18 08:21:00,Completed,UPI,8.37,Express
O0035374,C02338,S018,2025-10-01 14:07:00,Completed,UPI,1729.67,Standard
O0035375,C00743,S001,2025-05-25 21:24:00,Completed,Card,1163.83,Standard
O0035376,C05265,S001,2025-07-22 19:41:00,Completed,Card,1356.45,Standard
O0035377,C09630,S008,2025-02-18 17:03:00,Completed,Wallet,835.48,Standard
O0035378,C11813,S001,2025-08-23 08:37:00,Completed,Card,1353.88,Express
O0035379,C08173,S024,2025-11-20 15:26:00,Completed,UPI,842.63,Express
O0035380,C09084,S001,2025-03-25 17:30:00,Completed,UPI,1148.46,Standard
